Method,Number of Days,Distance function,Days function,Base,RAI,RPC,Start day,End day,Test time,Test duration,File used,TPP,TNP,FPP,FNP
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,630,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:19:38.841390,19.985078811645508,coletoressafra2021_31_23,4.210582151922986,0,63.05758587364905,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,6300,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:20:03.199299,24.357909202575684,coletoressafra2021_31_23,3.449534482418378,0,56.60816842845586,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,63000,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:20:31.041109,27.84180974960327,coletoressafra2021_31_23,2.7842235709420997,0,52.36181987856681,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,630000,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:21:01.529808,30.488699436187744,coletoressafra2021_31_23,2.2237648034236064,0,47.76560092345691,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,57,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:21:15.726050,14.196241855621338,coletoressafra2021_31_23,5.003504277081075,0,72.37152162872592,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,570,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:21:35.469233,19.733194589614868,coletoressafra2021_31_23,3.973876558621204,0,63.467874177662345,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,5700,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:21:59.703999,24.234766006469727,coletoressafra2021_31_23,3.223721112072314,0,56.89554511062456,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,57000,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:22:27.400866,27.69686722755432,coletoressafra2021_31_23,2.6172414541045295,0,52.73493008129178,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,570000,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:22:57.673155,30.27228832244873,coletoressafra2021_31_23,2.10495047744375,0,48.200676998958166,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,26,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:23:09.641356,11.968201637268066,coletoressafra2021_31_23,5.073778593791189,0,76.56398445644659,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,260,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:23:27.668259,18.026902437210083,coletoressafra2021_31_23,4.00341206047262,0,66.17670637676804,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,2600,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:23:50.605915,22.937655925750732,coletoressafra2021_31_23,3.215785283270623,0,58.279575844145235,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,26000,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:24:17.201243,26.575340747833252,coletoressafra2021_31_23,2.6445713331433103,0,54.043469366766054,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,260000,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:24:46.711415,29.51017165184021,coletoressafra2021_31_23,2.1380387035744937,0,49.94489425668611,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,58,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:25:00.966841,14.248801231384277,coletoressafra2021_31_23,4.426357037966383,0,72.39209933304375,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,580,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:25:20.849722,19.87289333343506,coletoressafra2021_31_23,3.516054718197553,0,63.2602186461436,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,5800,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:25:45.096304,24.246581554412842,coletoressafra2021_31_23,2.8653592941560997,0,56.83698398130924,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,58000,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:26:12.802802,27.70649743080139,coletoressafra2021_31_23,2.334939787815758,0,52.73493008129178,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,580000,,,2020-12-11 00:00:00,2021-03-20 00:00:00,2023-06-13 20:26:43.105632,30.302830457687378,coletoressafra2021_31_23,1.8827127521963014,0,48.200676998958166,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,33,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:33:46.167409,5.724271297454834,coletoressafra2122_31_23,48.741321462496764,0,63.534391726362145,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,330,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:33:54.938323,8.770914077758789,coletoressafra2122_31_23,27.037942014308765,0,50.86161348903586,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,3300,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:34:05.731297,10.791972637176514,coletoressafra2122_31_23,17.845158631287923,0,46.31300328339497,4.830897107552964
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,33000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:34:17.474168,11.742871522903442,coletoressafra2122_31_23,13.698058752340135,0,43.0787707322862,7.598558100850493
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,330000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:34:29.907450,12.416648149490356,coletoressafra2122_31_23,10.759391255147031,0,40.8857574381388,18.86359736190508
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,29,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:34:35.307480,5.400029897689819,coletoressafra2122_31_23,20.492763328227344,0,64.63412188262839,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,290,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:34:43.863879,8.54296326637268,coletoressafra2122_31_23,14.874254064694,0,51.304004886862316,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,2900,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:34:54.468202,10.603830814361572,coletoressafra2122_31_23,11.032073950945387,0,46.141460041528255,4.709994469515602
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,29000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:35:06.263196,11.794994354248047,coletoressafra2122_31_23,9.265337075139643,0,42.87142479936357,7.4073927290796595
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,290000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:35:18.710982,12.44778561592102,coletoressafra2122_31_23,7.704142037405811,0,41.444093707376524,18.25304028452828
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,3,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:35:21.702229,2.9794552326202393,coletoressafra2122_31_23,20.725873298244334,0,85.90364241297638,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,30,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:35:27.124918,5.421204328536987,coletoressafra2122_31_23,14.446334497049317,0,64.41306915728259,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,300,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:35:35.670625,8.545706748962402,coletoressafra2122_31_23,10.88598402602885,0,51.136800766552035,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,3000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:35:46.308074,10.635447978973389,coletoressafra2122_31_23,8.339515588172583,0,46.2907711950827,4.741416576561186
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,30000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:35:58.061102,11.753028631210327,coletoressafra2122_31_23,7.140449420584853,0,42.72424307984358,7.457073334373501
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,80,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:36:04.994149,6.918612003326416,coletoressafra2122_31_23,11.396004057407863,0,57.16942305058861,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,800,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:36:14.516991,9.521840572357178,coletoressafra2122_31_23,8.399530440138493,0,48.05664760790483,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,8000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:36:25.613939,11.094913244247437,coletoressafra2122_31_23,6.976824829874802,0,44.64592597838757,5.74846616723123
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,80000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:36:37.617582,12.003642320632935,coletoressafra2122_31_23,5.992853250052197,0,42.17501089062291,13.189407991813551
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,800000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:36:50.254366,12.636784553527832,coletoressafra2122_31_23,5.053828254461824,0,39.647659917540366,23.66796776855786
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,81,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:36:57.224175,6.969808578491211,coletoressafra2122_31_23,9.95550326514262,0,57.08460241133972,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,810,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:37:06.688962,9.462920904159546,coletoressafra2122_31_23,7.383709058323324,0,47.88333523370577,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,8100,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:37:17.749537,11.049585580825806,coletoressafra2122_31_23,6.1762351721072415,0,44.54937447562148,5.762521586751643
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,81000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:37:29.762900,12.011361598968506,coletoressafra2122_31_23,5.338159205607119,0,42.15177116184487,13.230451486142448
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,810000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:37:42.346911,12.56403112411499,coletoressafra2122_31_23,4.524069439471043,0,39.647659917540366,23.743821942613437
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,60,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:37:48.862594,6.5146825313568115,coletoressafra2122_31_23,9.196174381985475,0,59.08004342087305,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,600,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:37:58.117471,9.252855777740479,coletoressafra2122_31_23,6.906341120862083,0,49.19047369870209,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,6000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:38:09.044230,10.924715757369995,coletoressafra2122_31_23,5.716689797741946,0,45.06214771177805,5.432494448710372
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,60000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:38:20.987345,11.943114995956421,coletoressafra2122_31_23,4.941674515690114,0,42.328744142073965,13.208047642491266
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,600000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:38:33.501013,12.513668298721313,coletoressafra2122_31_23,4.226176369367207,0,39.40029610717835,21.980366846846547
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,90,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:38:40.586902,7.074899911880493,coletoressafra2122_31_23,8.118259011426852,0,56.490482412302015,0
